"telepules","tipus","kisterseg","megye","regio","egyhazi_iskola"
"Tiszapüspöki","HH","Törökszentmiklósi","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Tiszaroff","LHHK","Tiszafüredi","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Tiszarád","LHH","Ibrány-Nagyhalászi","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Tiszasas","LHH","Kunszentmártoni","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Tiszaszalka","LHHK","Vásárosnaményi","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Tiszaszentimre","LHHK","Tiszafüredi","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Tiszaszentmárton","HH","Záhonyi","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Tiszasziget","nem_hatranyos _besorolasu","Szegedi","Csongrád","Dél-Alföld",0
"Tiszaszőlős","LHHK","Tiszafüredi","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Tiszasüly","nem_hatranyos _besorolasu","Szolnoki","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Tiszatardos","LHHK","Tokaji","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Tiszatarján","LHHK","Mezőcsáti","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Tiszatelek","LHH","Ibrány-Nagyhalászi","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Tiszatenyő","HH","Törökszentmiklósi","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Tiszaug","nem_hatranyos _besorolasu","Kecskeméti","Bács-Kiskun","Dél-Alföld",0
"Tiszavalk","LHHK","Mezőcsáti","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Tiszavasvári","LHH","Tiszavasvári","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Tiszavid","LHHK","Vásárosnaményi","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Tiszavárkony","nem_hatranyos _besorolasu","Szolnoki","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Tiszaörs","LHHK","Tiszafüredi","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Tiszaújváros","nem_hatranyos _besorolasu","Tiszaújvárosi","Borsod-Abaúj-Zemplén","Észak-Magyarország",1
"Tisztaberek","LHHK","Fehérgyarmati","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Tivadar","LHHK","Vásárosnaményi","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Tokaj","LHHK","Tokaji","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Tokod","nem_hatranyos _besorolasu","Dorogi","Komárom-Esztergom","Közép-Dunántúl",0
"Tokodaltáró","nem_hatranyos _besorolasu","Dorogi","Komárom-Esztergom","Közép-Dunántúl",0
"Tokorcs","nem_hatranyos _besorolasu","Celldömölki","Vas","Nyugat-Dunántúl",0
"Tolcsva","LHHK","Sárospataki","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Told","LHHK","Berettyóújfalui","Hajdú-Bihar","Észak-Alföld",0
"Tolmács","nem_hatranyos _besorolasu","Rétsági","Nógrád","Észak-Magyarország",0
"Tolna","nem_hatranyos _besorolasu","Szekszárdi","Tolna","Dél-Dunántúl",0
"Tolnanémedi","LHHK","Tamási","Tolna","Dél-Dunántúl",0
"Tomajmonostora","LHHK","Tiszafüredi","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Tomor","LHHK","Edelényi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Tompa","HH","Kiskunhalasi","Bács-Kiskun","Dél-Alföld",0
"Tompaládony","nem_hatranyos _besorolasu","Csepregi","Vas","Nyugat-Dunántúl",0
"Tordas","nem_hatranyos _besorolasu","Ercsi","Fejér","Közép-Dunántúl",0
"Tormafölde","nem_hatranyos _besorolasu","Lenti","Zala","Nyugat-Dunántúl",0
"Tormás","LHHK","Sásdi","Baranya","Dél-Dunántúl",0
"Tormásliget","nem_hatranyos _besorolasu","Csepregi","Vas","Nyugat-Dunántúl",0
"Tornabarakony","LHHK","Edelényi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Tornakápolna","LHHK","Edelényi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Tornanádaska","LHHK","Edelényi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Tornaszentandrás","LHHK","Edelényi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Tornaszentjakab","LHHK","Edelényi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Tornyiszentmiklós","nem_hatranyos _besorolasu","Lenti","Zala","Nyugat-Dunántúl",0
"Tornyosnémeti","LHHK","Abaúj-Hegyközi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Tornyospálca","HH","Kisvárdai","Szabolcs-Szatmár-Bereg","Észak-Alföld",1
"Torony","nem_hatranyos _besorolasu","Szombathelyi","Vas","Nyugat-Dunántúl",0
"Torvaj","LHH","Tabi","Somogy","Dél-Dunántúl",0
"Trizs","HH","Kazincbarcikai","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Tunyogmatolcs","LHHK","Fehérgyarmati","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Tura","nem_hatranyos _besorolasu","Aszódi","Pest","Közép-magyarország",0
"Tuzsér","HH","Záhonyi","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Tyukod","LHHK","Csengeri","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Táborfalva","nem_hatranyos _besorolasu","Dabasi","Pest","Közép-magyarország",0
"Tác","HH","Abai","Fejér","Közép-Dunántúl",0
"Tákos","LHHK","Vásárosnaményi","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Tállya","LHHK","Szerencsi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Táp","nem_hatranyos _besorolasu","Pannonhalmai","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Tápióbicske","nem_hatranyos _besorolasu","Nagykátai","Pest","Közép-magyarország",0
"Tápiógyörgye","nem_hatranyos _besorolasu","Nagykátai","Pest","Közép-magyarország",0
"Tápiószecső","nem_hatranyos _besorolasu","Nagykátai","Pest","Közép-magyarország",0
"Tápiószele","nem_hatranyos _besorolasu","Nagykátai","Pest","Közép-magyarország",1
"Tápiószentmárton","nem_hatranyos _besorolasu","Nagykátai","Pest","Közép-magyarország",0
"Tápiószőlős","nem_hatranyos _besorolasu","Ceglédi","Pest","Közép-magyarország",0
"Tápióság","nem_hatranyos _besorolasu","Nagykátai","Pest","Közép-magyarország",0
"Táplánszentkereszt","nem_hatranyos _besorolasu","Szombathelyi","Vas","Nyugat-Dunántúl",0
"Tápszentmiklós","nem_hatranyos _besorolasu","Pannonhalmai","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Tárkány","HH","Kisbéri","Komárom-Esztergom","Közép-Dunántúl",0
"Tárnok","nem_hatranyos _besorolasu","Érdi","Pest","Közép-magyarország",0
"Tárnokréti","nem_hatranyos _besorolasu","Csornai","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Táska","HH","Marcali","Somogy","Dél-Dunántúl",0
"Tát","nem_hatranyos _besorolasu","Esztergomi","Komárom-Esztergom","Közép-Dunántúl",0
"Tázlár","HH","Kiskőrösi","Bács-Kiskun","Dél-Alföld",0
"Téglás","LHH","Hajdúhadházi","Hajdú-Bihar","Észak-Alföld",0
"Tékes","LHHK","Sásdi","Baranya","Dél-Dunántúl",0
"Tényő","nem_hatranyos _besorolasu","Téti","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Tépe","LHHK","Berettyóújfalui","Hajdú-Bihar","Észak-Alföld",0
"Tés","nem_hatranyos _besorolasu","Várpalotai","Veszprém","Közép-Dunántúl",0
"Tésa","HH","Szobi","Pest","Közép-magyarország",0
"Tésenfa","nem_hatranyos _besorolasu","Siklósi","Baranya","Dél-Dunántúl",0
"Téseny","nem_hatranyos _besorolasu","Pécsi","Baranya","Dél-Dunántúl",0
"Tét","nem_hatranyos _besorolasu","Téti","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Tóalmás","nem_hatranyos _besorolasu","Nagykátai","Pest","Közép-magyarország",0
"Tófalu","HH","Füzesabonyi","Heves","Észak-Magyarország",0
"Tófej","nem_hatranyos _besorolasu","Zalaegerszegi","Zala","Nyugat-Dunántúl",0
"Tófű","HH","Komlói","Baranya","Dél-Dunántúl",0
"Tószeg","nem_hatranyos _besorolasu","Szolnoki","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Tótkomlós","HH","Orosházai","Békés","Dél-Alföld",1
"Tótszentgyörgy","LHHK","Szigetvári","Baranya","Dél-Dunántúl",0
"Tótszentmárton","HH","Letenyei","Zala","Nyugat-Dunántúl",0
"Tótszerdahely","HH","Letenyei","Zala","Nyugat-Dunántúl",0
"Tótvázsony","nem_hatranyos _besorolasu","Veszprémi","Veszprém","Közép-Dunántúl",0
"Tótújfalu","LHHK","Barcsi","Somogy","Dél-Dunántúl",0
"Tök","nem_hatranyos _besorolasu","Pilisvörösvári","Pest","Közép-magyarország",0
"Tököl","nem_hatranyos _besorolasu","Ráckevei","Pest","Közép-magyarország",0
"Töltéstava","nem_hatranyos _besorolasu","Győri","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Tömörd","nem_hatranyos _besorolasu","Csepregi","Vas","Nyugat-Dunántúl",0
"Tömörkény","HH","Csongrádi","Csongrád","Dél-Alföld",0
"Törtel","nem_hatranyos _besorolasu","Ceglédi","Pest","Közép-magyarország",0
"Törökbálint","nem_hatranyos _besorolasu","Budaörsi","Pest","Közép-magyarország",0
"Törökkoppány","LHH","Tabi","Somogy","Dél-Dunántúl",0
"Törökszentmiklós","HH","Törökszentmiklósi","Jász-Nagykun-Szolnok","Észak-Alföld",1
"Töttös","HH","Mohácsi","Baranya","Dél-Dunántúl",0
"Túristvándi","LHHK","Fehérgyarmati","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Túrkeve","HH","Mezőtúri","Jász-Nagykun-Szolnok","Észak-Alföld",1
"Túrony","HH","Siklósi","Baranya","Dél-Dunántúl",0
"Túrricse","LHHK","Fehérgyarmati","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Türje","HH","Zalaszentgróti","Zala","Nyugat-Dunántúl",0
"Tüskevár","nem_hatranyos _besorolasu","Devecseri","Veszprém","Közép-Dunántúl",0
"Udvar","HH","Mohácsi","Baranya","Dél-Dunántúl",0
"Udvari","LHHK","Tamási","Tolna","Dél-Dunántúl",0
"Ugod","nem_hatranyos _besorolasu","Pápai","Veszprém","Közép-Dunántúl",0
"Ukk","HH","Sümegi","Veszprém","Közép-Dunántúl",0
"Und","nem_hatranyos _besorolasu","Sopron-Fertődi","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Uppony","LHHK","Ózdi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Ura","LHHK","Csengeri","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Uraiújfalu","nem_hatranyos _besorolasu","Sárvári","Vas","Nyugat-Dunántúl",0
"Uszka","LHHK","Fehérgyarmati","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Uszód","HH","Kalocsai","Bács-Kiskun","Dél-Alföld",0
"Uzsa","nem_hatranyos _besorolasu","Tapolcai","Veszprém","Közép-Dunántúl",0
"Vadna","HH","Kazincbarcikai","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Vadosfa","nem_hatranyos _besorolasu","Kapuvár-Beledi","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Vaja","LHHK","Mátészalkai","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Vajdácska","LHHK","Sárospataki","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Vajszló","LHHK","Sellyei","Baranya","Dél-Dunántúl",0
"Vajta","HH","Sárbogárdi","Fejér","Közép-Dunántúl",0
"Valkonya","HH","Letenyei","Zala","Nyugat-Dunántúl",0
"Valkó","nem_hatranyos _besorolasu","Gödöllői","Pest","Közép-magyarország",0
"Vanyarc","HH","Pásztói","Nógrád","Észak-Magyarország",0
"Vanyola","nem_hatranyos _besorolasu","Pápai","Veszprém","Közép-Dunántúl",0
"Varbó","nem_hatranyos _besorolasu","Miskolci","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Varbóc","LHHK","Edelényi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Varga","LHHK","Sásdi","Baranya","Dél-Dunántúl",0
"Varsád","LHHK","Tamási","Tolna","Dél-Dunántúl",0
"Varsány","LHH","Szécsényi","Nógrád","Észak-Magyarország",0
"Varászló","HH","Marcali","Somogy","Dél-Dunántúl",0
"Vasad","nem_hatranyos _besorolasu","Monori","Pest","Közép-magyarország",0
"Vasalja","nem_hatranyos _besorolasu","Körmendi","Vas","Nyugat-Dunántúl",0
"Vasasszonyfa","nem_hatranyos _besorolasu","Szombathelyi","Vas","Nyugat-Dunántúl",0
"Vasboldogasszony","nem_hatranyos _besorolasu","Zalaegerszegi","Zala","Nyugat-Dunántúl",0
"Vasegerszeg","nem_hatranyos _besorolasu","Sárvári","Vas","Nyugat-Dunántúl",0
"Vashosszúfalu","nem_hatranyos _besorolasu","Sárvári","Vas","Nyugat-Dunántúl",0
"Vaskeresztes","nem_hatranyos _besorolasu","Szombathelyi","Vas","Nyugat-Dunántúl",0
"Vaskút","nem_hatranyos _besorolasu","Bajai","Bács-Kiskun","Dél-Alföld",0
"Vasmegyer","LHH","Ibrány-Nagyhalászi","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Vaspör","nem_hatranyos _besorolasu","Zalaegerszegi","Zala","Nyugat-Dunántúl",0
"Vassurány","nem_hatranyos _besorolasu","Szombathelyi","Vas","Nyugat-Dunántúl",0
"Vasszentmihály","nem_hatranyos _besorolasu","Szentgotthárdi","Vas","Nyugat-Dunántúl",0
"Vasszilvágy","nem_hatranyos _besorolasu","Szombathelyi","Vas","Nyugat-Dunántúl",0
"Vasszécseny","nem_hatranyos _besorolasu","Szombathelyi","Vas","Nyugat-Dunántúl",0
"Vasvár","HH","Vasvári","Vas","Nyugat-Dunántúl",0
"Vaszar","nem_hatranyos _besorolasu","Pápai","Veszprém","Közép-Dunántúl",0
"Vatta","HH","Mezőkövesdi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Vecsés","nem_hatranyos _besorolasu","Monori","Pest","Közép-magyarország",1
"Vejti","LHHK","Sellyei","Baranya","Dél-Dunántúl",0
"Vekerd","LHHK","Berettyóújfalui","Hajdú-Bihar","Észak-Alföld",0
"Velem","nem_hatranyos _besorolasu","Kőszegi","Vas","Nyugat-Dunántúl",0
"Velemér","HH","Őriszentpéteri","Vas","Nyugat-Dunántúl",0
"Velence","nem_hatranyos _besorolasu","Gárdonyi","Fejér","Közép-Dunántúl",0
"Velény","HH","Szentlőrinci","Baranya","Dél-Dunántúl",0
"Vereb","nem_hatranyos _besorolasu","Gárdonyi","Fejér","Közép-Dunántúl",0
"Veresegyház","nem_hatranyos _besorolasu","Veresegyházi","Pest","Közép-magyarország",1
"Verpelét","nem_hatranyos _besorolasu","Egri","Heves","Észak-Magyarország",0
"Verseg","nem_hatranyos _besorolasu","Aszódi","Pest","Közép-magyarország",0
"Versend","HH","Mohácsi","Baranya","Dél-Dunántúl",0
"Verőce","nem_hatranyos _besorolasu","Váci","Pest","Közép-magyarország",1
"Veszkény","nem_hatranyos _besorolasu","Kapuvár-Beledi","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Veszprém","nem_hatranyos _besorolasu","Veszprémi","Veszprém","Közép-Dunántúl",1
"Veszprémfajsz","nem_hatranyos _besorolasu","Veszprémi","Veszprém","Közép-Dunántúl",0
"Veszprémgalsa","HH","Sümegi","Veszprém","Közép-Dunántúl",0
"Veszprémvarsány","nem_hatranyos _besorolasu","Pannonhalmai","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Vezseny","nem_hatranyos _besorolasu","Szolnoki","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Vid","nem_hatranyos _besorolasu","Devecseri","Veszprém","Közép-Dunántúl",0
"Vigántpetend","nem_hatranyos _besorolasu","Tapolcai","Veszprém","Közép-Dunántúl",0
"Villány","HH","Siklósi","Baranya","Dél-Dunántúl",0
"Villánykövesd","HH","Siklósi","Baranya","Dél-Dunántúl",0
"Vilmány","LHHK","Abaúj-Hegyközi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Vilonya","nem_hatranyos _besorolasu","Veszprémi","Veszprém","Közép-Dunántúl",0
"Vilyvitány","HH","Sátoraljaújhelyi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Vindornyafok","nem_hatranyos _besorolasu","Keszthelyi","Zala","Nyugat-Dunántúl",0
"Vindornyalak","nem_hatranyos _besorolasu","Keszthelyi","Zala","Nyugat-Dunántúl",0
"Vindornyaszőlős","HH","Zalaszentgróti","Zala","Nyugat-Dunántúl",0
"Vinár","nem_hatranyos _besorolasu","Pápai","Veszprém","Közép-Dunántúl",0
"Visegrád","nem_hatranyos _besorolasu","Szentendrei","Pest","Közép-magyarország",0
"Visnye","LHHK","Kadarkúti","Somogy","Dél-Dunántúl",0
"Visonta","nem_hatranyos _besorolasu","Gyöngyösi","Heves","Észak-Magyarország",0
"Viss","LHHK","Sárospataki","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Visz","nem_hatranyos _besorolasu","Fonyódi","Somogy","Dél-Dunántúl",0
"Viszló","LHHK","Edelényi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Visznek","nem_hatranyos _besorolasu","Gyöngyösi","Heves","Észak-Magyarország",0
"Viszák","HH","Őriszentpéteri","Vas","Nyugat-Dunántúl",0
"Vitnyéd","nem_hatranyos _besorolasu","Kapuvár-Beledi","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Vizslás","LHH","Salgótarjáni","Nógrád","Észak-Magyarország",0
"Vizsoly","LHHK","Abaúj-Hegyközi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Vokány","HH","Siklósi","Baranya","Dél-Dunántúl",0
"Vonyarcvashegy","nem_hatranyos _besorolasu","Keszthelyi","Zala","Nyugat-Dunántúl",0
"Vác","nem_hatranyos _besorolasu","Váci","Pest","Közép-magyarország",1
"Vácduka","nem_hatranyos _besorolasu","Váci","Pest","Közép-magyarország",0
"Vácegres","nem_hatranyos _besorolasu","Veresegyházi","Pest","Közép-magyarország",0
"Váchartyán","nem_hatranyos _besorolasu","Váci","Pest","Közép-magyarország",1
"Váckisújfalu","nem_hatranyos _besorolasu","Veresegyházi","Pest","Közép-magyarország",0
"Vácrátót","nem_hatranyos _besorolasu","Veresegyházi","Pest","Közép-magyarország",0
"Vácszentlászló","nem_hatranyos _besorolasu","Gödöllői","Pest","Közép-magyarország",0
"Vág","nem_hatranyos _besorolasu","Csornai","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Vágáshuta","HH","Sátoraljaújhelyi","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Vál","nem_hatranyos _besorolasu","Bicskei","Fejér","Közép-Dunántúl",0
"Vállaj","LHHK","Mátészalkai","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Vállus","nem_hatranyos _besorolasu","Keszthelyi","Zala","Nyugat-Dunántúl",0
"Vámosatya","LHHK","Vásárosnaményi","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Vámoscsalád","nem_hatranyos _besorolasu","Sárvári","Vas","Nyugat-Dunántúl",0
"Vámosgyörk","nem_hatranyos _besorolasu","Gyöngyösi","Heves","Észak-Magyarország",0
"Vámosmikola","HH","Szobi","Pest","Közép-magyarország",0
"Vámosoroszi","LHHK","Fehérgyarmati","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Vámospércs","LHH","Hajdúhadházi","Hajdú-Bihar","Észak-Alföld",0
"Vámosszabadi","nem_hatranyos _besorolasu","Győri","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Vámosújfalu","LHHK","Sárospataki","Borsod-Abaúj-Zemplén","Észak-Magyarország",0
"Váncsod","LHHK","Berettyóújfalui","Hajdú-Bihar","Észak-Alföld",0
"Várad","LHHK","Szigetvári","Baranya","Dél-Dunántúl",0
"Váralja","nem_hatranyos _besorolasu","Bonyhádi","Tolna","Dél-Dunántúl",0
"Váraszó","LHH","Pétervásárai","Heves","Észak-Magyarország",0
"Várbalog","nem_hatranyos _besorolasu","Mosonmagyaróvári","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Várda","HH","Kaposvári","Somogy","Dél-Dunántúl",0
"Várdomb","nem_hatranyos _besorolasu","Szekszárdi","Tolna","Dél-Dunántúl",0
"Várfölde","HH","Letenyei","Zala","Nyugat-Dunántúl",0
"Várgesztes","nem_hatranyos _besorolasu","Tatabányai","Komárom-Esztergom","Közép-Dunántúl",0
"Várkesző","nem_hatranyos _besorolasu","Pápai","Veszprém","Közép-Dunántúl",0
"Várong","HH","Dombóvári","Tolna","Dél-Dunántúl",0
"Városföld","nem_hatranyos _besorolasu","Kecskeméti","Bács-Kiskun","Dél-Alföld",0
"Városlőd","nem_hatranyos _besorolasu","Ajkai","Veszprém","Közép-Dunántúl",0
"Várpalota","nem_hatranyos _besorolasu","Várpalotai","Veszprém","Közép-Dunántúl",1
"Várvölgy","nem_hatranyos _besorolasu","Keszthelyi","Zala","Nyugat-Dunántúl",0
"Vászoly","nem_hatranyos _besorolasu","Balatonfüredi","Veszprém","Közép-Dunántúl",0
"Vásárosbéc","LHHK","Szigetvári","Baranya","Dél-Dunántúl",0
"Vásárosdombó","LHHK","Sásdi","Baranya","Dél-Dunántúl",0
"Vásárosfalu","nem_hatranyos _besorolasu","Kapuvár-Beledi","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Vásárosmiske","nem_hatranyos _besorolasu","Sárvári","Vas","Nyugat-Dunántúl",0
"Vásárosnamény","LHHK","Vásárosnaményi","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Vát","nem_hatranyos _besorolasu","Szombathelyi","Vas","Nyugat-Dunántúl",0
"Vázsnok","LHHK","Sásdi","Baranya","Dél-Dunántúl",0
"Vécs","nem_hatranyos _besorolasu","Gyöngyösi","Heves","Észak-Magyarország",0
"Végegyháza","LHHK","Mezőkovácsházai","Békés","Dél-Alföld",0
"Vékény","HH","Komlói","Baranya","Dél-Dunántúl",0
"Véménd","HH","Mohácsi","Baranya","Dél-Dunántúl",0
"Vének","nem_hatranyos _besorolasu","Győri","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Vép","nem_hatranyos _besorolasu","Szombathelyi","Vas","Nyugat-Dunántúl",0
"Vértesacsa","nem_hatranyos _besorolasu","Bicskei","Fejér","Közép-Dunántúl",0
"Vértesboglár","nem_hatranyos _besorolasu","Bicskei","Fejér","Közép-Dunántúl",0
"Vérteskethely","HH","Kisbéri","Komárom-Esztergom","Közép-Dunántúl",0
"Vértessomló","nem_hatranyos _besorolasu","Tatabányai","Komárom-Esztergom","Közép-Dunántúl",0
"Vértesszőlős","nem_hatranyos _besorolasu","Tatabányai","Komárom-Esztergom","Közép-Dunántúl",0
"Vértestolna","nem_hatranyos _besorolasu","Tatai","Komárom-Esztergom","Közép-Dunántúl",0
"Vése","HH","Marcali","Somogy","Dél-Dunántúl",0
"Vésztő","LHH","Szeghalomi","Békés","Dél-Alföld",1
"Vízvár","LHHK","Barcsi","Somogy","Dél-Dunántúl",0
"Vöckönd","nem_hatranyos _besorolasu","Zalaegerszegi","Zala","Nyugat-Dunántúl",0
"Völcsej","nem_hatranyos _besorolasu","Sopron-Fertődi","Győr-Moson-Sopron","Nyugat-Dunántúl",0
"Vönöck","nem_hatranyos _besorolasu","Celldömölki","Vas","Nyugat-Dunántúl",0
"Vörs","HH","Marcali","Somogy","Dél-Dunántúl",0
"Vöröstó","nem_hatranyos _besorolasu","Veszprémi","Veszprém","Közép-Dunántúl",0
"Zabar","LHH","Salgótarjáni","Nógrád","Észak-Magyarország",0
"Zagyvarékas","nem_hatranyos _besorolasu","Szolnoki","Jász-Nagykun-Szolnok","Észak-Alföld",0
"Zagyvaszántó","nem_hatranyos _besorolasu","Hatvani","Heves","Észak-Magyarország",0
"Zajk","HH","Letenyei","Zala","Nyugat-Dunántúl",0
"Zajta","LHHK","Fehérgyarmati","Szabolcs-Szatmár-Bereg","Észak-Alföld",0
"Zala","LHH","Tabi","Somogy","Dél-Dunántúl",0
"Zalaapáti","nem_hatranyos _besorolasu","Keszthelyi","Zala","Nyugat-Dunántúl",0
"Zalabaksa","nem_hatranyos _besorolasu","Lenti","Zala","Nyugat-Dunántúl",0
